VEHICLE_ID,YEAR,MAKE,MODEL,TOTAL_COUNT,KEEP
6715748,2013,HONDA,ACCORD EX-L,1044,True
6715749,2015,HONDA,ACCORD EX-L,1044,True
6715767,2014,HONDA,ACCORD EX-L,1044,True
6715769,2016,HONDA,ACCORD EX-L,1044,True
6715770,2017,HONDA,ACCORD EX-L,1044,True
6715835,2018,HONDA,ACCORD EX-L,1044,True
6715840,2018,HONDA,ACCORD EX-L,1044,True
7433506,2019,HONDA,ACCORD EX-L,1044,True
7433507,2020,HONDA,ACCORD EX-L,1044,True
7433512,2019,HONDA,ACCORD EX-L,1044,True
7433513,2020,HONDA,ACCORD EX-L,1044,True
7433522,2018,HONDA,ACCORD EX-L,1044,True
7433523,2019,HONDA,ACCORD EX-L,1044,True
7433524,2020,HONDA,ACCORD EX-L,1044,True
7516483,2021,HONDA,ACCORD EX-L,1044,True
7516488,2021,HONDA,ACCORD EX-L,1044,True
7561091,2022,HONDA,ACCORD EX-L,1044,True
7561096,2022,HONDA,ACCORD EX-L,1044,True
6000981,2010,HONDA,CIVIC LX,3354,True
6000982,2011,HONDA,CIVIC LX,3354,True
6001080,2016,HONDA,CIVIC LX,3354,True
6001081,2017,HONDA,CIVIC LX,3354,True
6001082,2018,HONDA,CIVIC LX,3354,True
6001102,2016,HONDA,CIVIC LX,3354,True
6001103,2017,HONDA,CIVIC LX,3354,True
6001104,2018,HONDA,CIVIC LX,3354,True
6001122,2010,HONDA,CIVIC LX,3354,True
6001123,2011,HONDA,CIVIC LX,3354,True
6001139,2012,HONDA,CIVIC LX,3354,True
6001140,2013,HONDA,CIVIC LX,3354,True
6001141,2014,HONDA,CIVIC LX,3354,True
6001142,2015,HONDA,CIVIC LX,3354,True
7396358,2012,HONDA,CIVIC LX,3354,True
7396359,2013,HONDA,CIVIC LX,3354,True
7396360,2014,HONDA,CIVIC LX,3354,True
7396361,2015,HONDA,CIVIC LX,3354,True
7396369,2019,HONDA,CIVIC LX,3354,True
7396370,2020,HONDA,CIVIC LX,3354,True
7396387,2019,HONDA,CIVIC LX,3354,True
7496851,2020,HONDA,CIVIC LX,3354,True
7516154,2021,HONDA,CIVIC LX,3354,True
7541136,2022,HONDA,CIVIC LX,3354,True
6000985,2010,HONDA,CIVIC EX,2478,True
6000986,2011,HONDA,CIVIC EX,2478,True
6001038,2012,HONDA,CIVIC EX,2478,True
6001039,2013,HONDA,CIVIC EX,2478,True
6001040,2014,HONDA,CIVIC EX,2478,True
6001041,2015,HONDA,CIVIC EX,2478,True
6001089,2016,HONDA,CIVIC EX,2478,True
6001090,2017,HONDA,CIVIC EX,2478,True
6001091,2018,HONDA,CIVIC EX,2478,True
6001124,2010,HONDA,CIVIC EX,2478,True
6001125,2011,HONDA,CIVIC EX,2478,True
6001143,2012,HONDA,CIVIC EX,2478,True
6001144,2013,HONDA,CIVIC EX,2478,True
6001145,2014,HONDA,CIVIC EX,2478,True
6001146,2015,HONDA,CIVIC EX,2478,True
7396364,2019,HONDA,CIVIC EX,2478,True
7396365,2020,HONDA,CIVIC EX,2478,True
7433543,2019,HONDA,CIVIC EX,2478,True
7486130,2020,HONDA,CIVIC EX,2478,True
7504691,2019,HONDA,CIVIC EX,2478,True
7504692,2020,HONDA,CIVIC EX,2478,True
7516151,2021,HONDA,CIVIC EX,2478,True
7541135,2022,HONDA,CIVIC EX,2478,True
7561408,2021,HONDA,CIVIC EX,2478,True
6001185,2011,HONDA,CR-V EX-L,1118,True
6001187,2013,HONDA,CR-V EX-L,1118,True
6717570,2010,HONDA,CR-V EX-L,1118,True
6717579,2010,HONDA,CR-V EX-L,1118,True
6717612,2012,HONDA,CR-V EX-L,1118,True
6717613,2013,HONDA,CR-V EX-L,1118,True
6717614,2016,HONDA,CR-V EX-L,1118,True
6717623,2012,HONDA,CR-V EX-L,1118,True
6717625,2014,HONDA,CR-V EX-L,1118,True
6717626,2015,HONDA,CR-V EX-L,1118,True
6717627,2016,HONDA,CR-V EX-L,1118,True
6717628,2017,HONDA,CR-V EX-L,1118,True
7014934,2011,HONDA,CR-V EX-L,1118,True
7014963,2014,HONDA,CR-V EX-L,1118,True
7015708,2015,HONDA,CR-V EX-L,1118,True
7433582,2018,HONDA,CR-V EX-L,1118,True
7433586,2018,HONDA,CR-V EX-L,1118,True
7443362,2019,HONDA,CR-V EX-L,1118,True
7478391,2019,HONDA,CR-V EX-L,1118,True
7479230,2020,HONDA,CR-V EX-L,1118,True
7479231,2020,HONDA,CR-V EX-L,1118,True
7491764,2020,HONDA,CR-V EX-L,1118,True
7498611,2017,HONDA,CR-V EX-L,1118,True
7520302,2021,HONDA,CR-V EX-L,1118,True
7520499,2021,HONDA,CR-V EX-L,1118,True
7520496,2021,HONDA,CR-V EX-L,1118,True
7559928,2022,HONDA,CR-V EX-L,1118,True
7559936,2022,HONDA,CR-V EX-L,1118,True
7560662,2022,HONDA,CR-V EX-L,1118,True
6001329,2015,CHRYSLER,200 LTD,1697,True
6061079,2011,CHRYSLER,200 LTD,1697,True
6061153,2012,CHRYSLER,200 LTD,1697,True
6061154,2012,CHRYSLER,200 LTD,1697,True
6061155,2012,CHRYSLER,200 LTD,1697,True
6061156,2013,CHRYSLER,200 LTD,1697,True
6061362,2012,CHRYSLER,200 LTD,1697,True
6061503,2011,CHRYSLER,200 LTD,1697,True
6061551,2014,CHRYSLER,200 LTD,1697,True
6061764,2011,CHRYSLER,200 LTD,1697,True
6061781,2015,CHRYSLER,200 LTD,1697,True
6062230,2013,CHRYSLER,200 LTD,1697,True
6062450,2014,CHRYSLER,200 LTD,1697,True
6062685,2011,CHRYSLER,200 LTD,1697,True
6062880,2012,CHRYSLER,200 LTD,1697,True
6062883,2014,CHRYSLER,200 LTD,1697,True
6064372,2011,CHRYSLER,200 LTD,1697,True
6064373,2011,CHRYSLER,200 LTD,1697,True
6065098,2011,CHRYSLER,200 LTD,1697,True
6065101,2011,CHRYSLER,200 LTD,1697,True
6065133,2013,CHRYSLER,200 LTD,1697,True
6065135,2013,CHRYSLER,200 LTD,1697,True
6065178,2013,CHRYSLER,200 LTD,1697,True
6065181,2014,CHRYSLER,200 LTD,1697,True
6065183,2012,CHRYSLER,200 LTD,1697,True
6065184,2013,CHRYSLER,200 LTD,1697,True
6065185,2014,CHRYSLER,200 LTD,1697,True
6065192,2013,CHRYSLER,200 LTD,1697,True
6065193,2013,CHRYSLER,200 LTD,1697,True
6065210,2017,CHRYSLER,200 LTD,1697,True
6066874,2014,CHRYSLER,200 LTD,1697,True
6066893,2012,CHRYSLER,200 LTD,1697,True
6066894,2013,CHRYSLER,200 LTD,1697,True
6066895,2014,CHRYSLER,200 LTD,1697,True
6066899,2013,CHRYSLER,200 LTD,1697,True
6066900,2014,CHRYSLER,200 LTD,1697,True
6067015,2015,CHRYSLER,200 LTD,1697,True
6067030,2015,CHRYSLER,200 LTD,1697,True
6067031,2016,CHRYSLER,200 LTD,1697,True
6067032,2017,CHRYSLER,200 LTD,1697,True
7396424,2016,CHRYSLER,200 LTD,1697,True
7397344,2012,CHRYSLER,200 LTD,1697,True
7397366,2016,CHRYSLER,200 LTD,1697,True
7397376,2016,CHRYSLER,200 LTD,1697,True
7397399,2017,CHRYSLER,200 LTD,1697,True
7397483,2012,CHRYSLER,200 LTD,1697,True
7482818,2017,CHRYSLER,200 LTD,1697,True
6001330,2015,CHRYSLER,200 S,1203,True
6061157,2012,CHRYSLER,200 S,1203,True
6061160,2015,CHRYSLER,200 S,1203,True
6061162,2015,CHRYSLER,200 S,1203,True
6061556,2016,CHRYSLER,200 S,1203,True
6061765,2011,CHRYSLER,200 S,1203,True
6061787,2015,CHRYSLER,200 S,1203,True
6061788,2016,CHRYSLER,200 S,1203,True
6061795,2015,CHRYSLER,200 S,1203,True
6061797,2015,CHRYSLER,200 S,1203,True
6062862,2011,CHRYSLER,200 S,1203,True
6062884,2012,CHRYSLER,200 S,1203,True
6062885,2013,CHRYSLER,200 S,1203,True
6063473,2013,CHRYSLER,200 S,1203,True
6065106,2011,CHRYSLER,200 S,1203,True
6065108,2011,CHRYSLER,200 S,1203,True
6065110,2011,CHRYSLER,200 S,1203,True
6065196,2012,CHRYSLER,200 S,1203,True
6065197,2012,CHRYSLER,200 S,1203,True
6065198,2014,CHRYSLER,200 S,1203,True
6065201,2014,CHRYSLER,200 S,1203,True
6065216,2016,CHRYSLER,200 S,1203,True
6066950,2013,CHRYSLER,200 S,1203,True
6066955,2013,CHRYSLER,200 S,1203,True
6066963,2014,CHRYSLER,200 S,1203,True
6066964,2012,CHRYSLER,200 S,1203,True
6066966,2014,CHRYSLER,200 S,1203,True
6066967,2012,CHRYSLER,200 S,1203,True
6066968,2013,CHRYSLER,200 S,1203,True
6066969,2014,CHRYSLER,200 S,1203,True
6066975,2014,CHRYSLER,200 S,1203,True
6066977,2012,CHRYSLER,200 S,1203,True
6067054,2017,CHRYSLER,200 S,1203,True
6067064,2017,CHRYSLER,200 S,1203,True
6067066,2015,CHRYSLER,200 S,1203,True
6067072,2015,CHRYSLER,200 S,1203,True
6067073,2016,CHRYSLER,200 S,1203,True
6067117,2016,CHRYSLER,200 S,1203,True
6067127,2017,CHRYSLER,200 S,1203,True
6067128,2015,CHRYSLER,200 S,1203,True
6067130,2015,CHRYSLER,200 S,1203,True
6067131,2016,CHRYSLER,200 S,1203,True
7397367,2016,CHRYSLER,200 S,1203,True
7397415,2011,CHRYSLER,200 S,1203,True
7397417,2011,CHRYSLER,200 S,1203,True
7397484,2012,CHRYSLER,200 S,1203,True
7397486,2013,CHRYSLER,200 S,1203,True
7397497,2017,CHRYSLER,200 S,1203,True
7397596,2011,CHRYSLER,200 S,1203,True
7489372,2016,CHRYSLER,200 S,1203,True
7502168,2012,CHRYSLER,200 S,1203,True
6001441,2010,CHRYSLER,TOWN & COUNTRY TOUR,1480,True
6001740,2010,CHRYSLER,TOWN & COUNTRY TOUR,1480,True
6001757,2010,CHRYSLER,TOWN & COUNTRY TOUR,1480,True
6001786,2011,CHRYSLER,TOWN & COUNTRY TOUR,1480,True
6001787,2011,CHRYSLER,TOWN & COUNTRY TOUR,1480,True
6078430,2013,CHRYSLER,TOWN & COUNTRY TOUR,1480,True
6079239,2012,CHRYSLER,TOWN & COUNTRY TOUR,1480,True
6084518,2012,CHRYSLER,TOWN & COUNTRY TOUR,1480,True
6084519,2013,CHRYSLER,TOWN & COUNTRY TOUR,1480,True
6084522,2014,CHRYSLER,TOWN & COUNTRY TOUR,1480,True
6084523,2015,CHRYSLER,TOWN & COUNTRY TOUR,1480,True
6084524,2016,CHRYSLER,TOWN & COUNTRY TOUR,1480,True
6833298,2010,CHRYSLER,TOWN & COUNTRY TOUR,1480,True
6833307,2010,CHRYSLER,TOWN & COUNTRY TOUR,1480,True
6872235,2015,CHRYSLER,TOWN & COUNTRY TOUR,1480,True
6872298,2016,CHRYSLER,TOWN & COUNTRY TOUR,1480,True
7396443,2010,CHRYSLER,TOWN & COUNTRY TOUR,1480,True
7436930,2014,CHRYSLER,TOWN & COUNTRY TOUR,1480,True
6004287,2010,DODGE,CHARGER SXT,2040,True
6011629,2010,DODGE,CHARGER SXT,2040,True
6011630,2010,DODGE,CHARGER SXT,2040,True
6011631,2010,DODGE,CHARGER SXT,2040,True
6012102,2014,DODGE,CHARGER SXT,2040,True
6012112,2014,DODGE,CHARGER SXT,2040,True
6012114,2012,DODGE,CHARGER SXT,2040,True
6012220,2010,DODGE,CHARGER SXT,2040,True
6012221,2010,DODGE,CHARGER SXT,2040,True
6067550,2014,DODGE,CHARGER SXT,2040,True
6067551,2016,DODGE,CHARGER SXT,2040,True
6067552,2012,DODGE,CHARGER SXT,2040,True
6067553,2013,DODGE,CHARGER SXT,2040,True
6067554,2014,DODGE,CHARGER SXT,2040,True
6067555,2015,DODGE,CHARGER SXT,2040,True
6067556,2016,DODGE,CHARGER SXT,2040,True
6067557,2017,DODGE,CHARGER SXT,2040,True
6067558,2013,DODGE,CHARGER SXT,2040,True
6067560,2013,DODGE,CHARGER SXT,2040,True
6067561,2014,DODGE,CHARGER SXT,2040,True
6067562,2015,DODGE,CHARGER SXT,2040,True
6067563,2016,DODGE,CHARGER SXT,2040,True
6834840,2010,DODGE,CHARGER SXT,2040,True
6835071,2010,DODGE,CHARGER SXT,2040,True
6835322,2010,DODGE,CHARGER SXT,2040,True
6835617,2015,DODGE,CHARGER SXT,2040,True
6835621,2017,DODGE,CHARGER SXT,2040,True
6835961,2010,DODGE,CHARGER SXT,2040,True
6835966,2010,DODGE,CHARGER SXT,2040,True
6835978,2010,DODGE,CHARGER SXT,2040,True
6836233,2013,DODGE,CHARGER SXT,2040,True
6836388,2010,DODGE,CHARGER SXT,2040,True
6836389,2010,DODGE,CHARGER SXT,2040,True
6836391,2010,DODGE,CHARGER SXT,2040,True
6863323,2016,DODGE,CHARGER SXT,2040,True
6866114,2018,DODGE,CHARGER SXT,2040,True
6866478,2017,DODGE,CHARGER SXT,2040,True
6866496,2012,DODGE,CHARGER SXT,2040,True
6866497,2013,DODGE,CHARGER SXT,2040,True
6866498,2014,DODGE,CHARGER SXT,2040,True
6866499,2015,DODGE,CHARGER SXT,2040,True
6866500,2016,DODGE,CHARGER SXT,2040,True
6866532,2013,DODGE,CHARGER SXT,2040,True
6866533,2014,DODGE,CHARGER SXT,2040,True
6866534,2015,DODGE,CHARGER SXT,2040,True
6866535,2016,DODGE,CHARGER SXT,2040,True
6866536,2012,DODGE,CHARGER SXT,2040,True
6866537,2013,DODGE,CHARGER SXT,2040,True
6866538,2014,DODGE,CHARGER SXT,2040,True
6866539,2015,DODGE,CHARGER SXT,2040,True
6866540,2016,DODGE,CHARGER SXT,2040,True
6866541,2017,DODGE,CHARGER SXT,2040,True
6866555,2012,DODGE,CHARGER SXT,2040,True
6866556,2013,DODGE,CHARGER SXT,2040,True
6866557,2014,DODGE,CHARGER SXT,2040,True
6866558,2015,DODGE,CHARGER SXT,2040,True
6866559,2016,DODGE,CHARGER SXT,2040,True
6866560,2017,DODGE,CHARGER SXT,2040,True
6866570,2013,DODGE,CHARGER SXT,2040,True
6866571,2014,DODGE,CHARGER SXT,2040,True
6866572,2015,DODGE,CHARGER SXT,2040,True
6866573,2016,DODGE,CHARGER SXT,2040,True
6866574,2017,DODGE,CHARGER SXT,2040,True
6866575,2015,DODGE,CHARGER SXT,2040,True
6866580,2017,DODGE,CHARGER SXT,2040,True
6866581,2012,DODGE,CHARGER SXT,2040,True
6866589,2013,DODGE,CHARGER SXT,2040,True
6866590,2015,DODGE,CHARGER SXT,2040,True
6866591,2016,DODGE,CHARGER SXT,2040,True
6866620,2015,DODGE,CHARGER SXT,2040,True
6866621,2016,DODGE,CHARGER SXT,2040,True
6866623,2013,DODGE,CHARGER SXT,2040,True
6866624,2014,DODGE,CHARGER SXT,2040,True
6866625,2015,DODGE,CHARGER SXT,2040,True
6866626,2016,DODGE,CHARGER SXT,2040,True
6866631,2012,DODGE,CHARGER SXT,2040,True
6866632,2013,DODGE,CHARGER SXT,2040,True
6866633,2015,DODGE,CHARGER SXT,2040,True
6866634,2016,DODGE,CHARGER SXT,2040,True
6866635,2017,DODGE,CHARGER SXT,2040,True
6866640,2015,DODGE,CHARGER SXT,2040,True
6866641,2016,DODGE,CHARGER SXT,2040,True
6866642,2017,DODGE,CHARGER SXT,2040,True
7397537,2018,DODGE,CHARGER SXT,2040,True
7397538,2019,DODGE,CHARGER SXT,2040,True
7397551,2019,DODGE,CHARGER SXT,2040,True
7435613,2010,DODGE,CHARGER SXT,2040,True
7436075,2019,DODGE,CHARGER SXT,2040,True
7436302,2018,DODGE,CHARGER SXT,2040,True
7436304,2019,DODGE,CHARGER SXT,2040,True
7436322,2018,DODGE,CHARGER SXT,2040,True
7436413,2012,DODGE,CHARGER SXT,2040,True
7436421,2015,DODGE,CHARGER SXT,2040,True
7436423,2015,DODGE,CHARGER SXT,2040,True
7436445,2019,DODGE,CHARGER SXT,2040,True
7436452,2019,DODGE,CHARGER SXT,2040,True
7436463,2013,DODGE,CHARGER SXT,2040,True
7477622,2010,DODGE,CHARGER SXT,2040,True
7486485,2020,DODGE,CHARGER SXT,2040,True
7487237,2016,DODGE,CHARGER SXT,2040,True
7487935,2019,DODGE,CHARGER SXT,2040,True
7489809,2014,DODGE,CHARGER SXT,2040,True
7492242,2017,DODGE,CHARGER SXT,2040,True
7492913,2020,DODGE,CHARGER SXT,2040,True
7494384,2020,DODGE,CHARGER SXT,2040,True
7495013,2020,DODGE,CHARGER SXT,2040,True
7497222,2020,DODGE,CHARGER SXT,2040,True
7497901,2020,DODGE,CHARGER SXT,2040,True
7505916,2020,DODGE,CHARGER SXT,2040,True
7510572,2017,DODGE,CHARGER SXT,2040,True
7513284,2021,DODGE,CHARGER SXT,2040,True
7513292,2013,DODGE,CHARGER SXT,2040,True
7513294,2021,DODGE,CHARGER SXT,2040,True
7517367,2020,DODGE,CHARGER SXT,2040,True
7518623,2017,DODGE,CHARGER SXT,2040,True
7520914,2014,DODGE,CHARGER SXT,2040,True
7521684,2020,DODGE,CHARGER SXT,2040,True
7532667,2016,DODGE,CHARGER SXT,2040,True
7535966,2021,DODGE,CHARGER SXT,2040,True
7541448,2021,DODGE,CHARGER SXT,2040,True
7546690,2021,DODGE,CHARGER SXT,2040,True
7568007,2019,DODGE,CHARGER SXT,2040,True
7570184,2021,DODGE,CHARGER SXT,2040,True
7572000,2022,DODGE,CHARGER SXT,2040,True
7572001,2022,DODGE,CHARGER SXT,2040,True
7572006,2022,DODGE,CHARGER SXT,2040,True
6009217,2013,DODGE,DART SXT/RALLYE,1209,True
6009218,2015,DODGE,DART SXT/RALLYE,1209,True
6012078,2013,DODGE,DART SXT/RALLYE,1209,True
6012083,2014,DODGE,DART SXT/RALLYE,1209,True
6061559,2013,DODGE,DART SXT/RALLYE,1209,True
6061809,2014,DODGE,DART SXT/RALLYE,1209,True
6061810,2015,DODGE,DART SXT/RALLYE,1209,True
6061811,2016,DODGE,DART SXT/RALLYE,1209,True
6065262,2014,DODGE,DART SXT/RALLYE,1209,True
6065263,2015,DODGE,DART SXT/RALLYE,1209,True
6067287,2015,DODGE,DART SXT/RALLYE,1209,True
6067288,2016,DODGE,DART SXT/RALLYE,1209,True
6067292,2016,DODGE,DART SXT/RALLYE,1209,True
6067313,2013,DODGE,DART SXT/RALLYE,1209,True
6067314,2014,DODGE,DART SXT/RALLYE,1209,True
6067315,2016,DODGE,DART SXT/RALLYE,1209,True
6067320,2013,DODGE,DART SXT/RALLYE,1209,True
6067332,2014,DODGE,DART SXT/RALLYE,1209,True
6067334,2013,DODGE,DART SXT/RALLYE,1209,True
6067335,2015,DODGE,DART SXT/RALLYE,1209,True
6067344,2013,DODGE,DART SXT/RALLYE,1209,True
7396506,2014,DODGE,DART SXT/RALLYE,1209,True
7396507,2016,DODGE,DART SXT/RALLYE,1209,True
7396508,2016,DODGE,DART SXT/RALLYE,1209,True
7396524,2015,DODGE,DART SXT/RALLYE,1209,True
7396525,2013,DODGE,DART SXT/RALLYE,1209,True
7397518,2015,DODGE,DART SXT/RALLYE,1209,True
7397519,2015,DODGE,DART SXT/RALLYE,1209,True
7397520,2016,DODGE,DART SXT/RALLYE,1209,True
6009220,2013,DODGE,AVENGER SE,2015,True
6009221,2012,DODGE,AVENGER SE,2015,True
6009222,2013,DODGE,AVENGER SE,2015,True
6009223,2014,DODGE,AVENGER SE,2015,True
6012122,2014,DODGE,AVENGER SE,2015,True
6012123,2012,DODGE,AVENGER SE,2015,True
6012124,2013,DODGE,AVENGER SE,2015,True
6012125,2014,DODGE,AVENGER SE,2015,True
6067609,2012,DODGE,AVENGER SE,2015,True
6067610,2013,DODGE,AVENGER SE,2015,True
6067611,2014,DODGE,AVENGER SE,2015,True
6067639,2013,DODGE,AVENGER SE,2015,True
6067640,2014,DODGE,AVENGER SE,2015,True
6067641,2012,DODGE,AVENGER SE,2015,True
6067642,2013,DODGE,AVENGER SE,2015,True
6067643,2014,DODGE,AVENGER SE,2015,True
6067663,2014,DODGE,AVENGER SE,2015,True
6067664,2012,DODGE,AVENGER SE,2015,True
6067665,2013,DODGE,AVENGER SE,2015,True
6067666,2014,DODGE,AVENGER SE,2015,True
6067675,2013,DODGE,AVENGER SE,2015,True
6067676,2014,DODGE,AVENGER SE,2015,True
7479676,2012,DODGE,AVENGER SE,2015,True
6011761,2010,DODGE,CHARGER HEMI R/T,1057,True
6012225,2010,DODGE,CHARGER HEMI R/T,1057,True
6012263,2011,DODGE,CHARGER HEMI R/T,1057,True
6012264,2011,DODGE,CHARGER HEMI R/T,1057,True
6012267,2011,DODGE,CHARGER HEMI R/T,1057,True
6067522,2015,DODGE,CHARGER HEMI R/T,1057,True
6067523,2013,DODGE,CHARGER HEMI R/T,1057,True
6067524,2012,DODGE,CHARGER HEMI R/T,1057,True
6067525,2013,DODGE,CHARGER HEMI R/T,1057,True
6067526,2014,DODGE,CHARGER HEMI R/T,1057,True
6067527,2013,DODGE,CHARGER HEMI R/T,1057,True
6067528,2014,DODGE,CHARGER HEMI R/T,1057,True
6067529,2015,DODGE,CHARGER HEMI R/T,1057,True
6067530,2013,DODGE,CHARGER HEMI R/T,1057,True
6067531,2012,DODGE,CHARGER HEMI R/T,1057,True
6067532,2013,DODGE,CHARGER HEMI R/T,1057,True
6067533,2014,DODGE,CHARGER HEMI R/T,1057,True
6067534,2015,DODGE,CHARGER HEMI R/T,1057,True
6067535,2016,DODGE,CHARGER HEMI R/T,1057,True
6067536,2017,DODGE,CHARGER HEMI R/T,1057,True
6067537,2014,DODGE,CHARGER HEMI R/T,1057,True
6067538,2013,DODGE,CHARGER HEMI R/T,1057,True
6067539,2014,DODGE,CHARGER HEMI R/T,1057,True
6835457,2010,DODGE,CHARGER HEMI R/T,1057,True
6835614,2013,DODGE,CHARGER HEMI R/T,1057,True
6836037,2010,DODGE,CHARGER HEMI R/T,1057,True
6836040,2010,DODGE,CHARGER HEMI R/T,1057,True
6836044,2010,DODGE,CHARGER HEMI R/T,1057,True
6836055,2010,DODGE,CHARGER HEMI R/T,1057,True
6836210,2017,DODGE,CHARGER HEMI R/T,1057,True
6836212,2012,DODGE,CHARGER HEMI R/T,1057,True
6836213,2013,DODGE,CHARGER HEMI R/T,1057,True
6836214,2014,DODGE,CHARGER HEMI R/T,1057,True
6836220,2012,DODGE,CHARGER HEMI R/T,1057,True
6836221,2014,DODGE,CHARGER HEMI R/T,1057,True
6836222,2012,DODGE,CHARGER HEMI R/T,1057,True
6836224,2012,DODGE,CHARGER HEMI R/T,1057,True
6836406,2010,DODGE,CHARGER HEMI R/T,1057,True
6836453,2011,DODGE,CHARGER HEMI R/T,1057,True
6836454,2011,DODGE,CHARGER HEMI R/T,1057,True
6836459,2011,DODGE,CHARGER HEMI R/T,1057,True
6837163,2010,DODGE,CHARGER HEMI R/T,1057,True
6864752,2012,DODGE,CHARGER HEMI R/T,1057,True
6864761,2013,DODGE,CHARGER HEMI R/T,1057,True
6866162,2016,DODGE,CHARGER HEMI R/T,1057,True
6866163,2017,DODGE,CHARGER HEMI R/T,1057,True
6866190,2016,DODGE,CHARGER HEMI R/T,1057,True
6866192,2014,DODGE,CHARGER HEMI R/T,1057,True
6866195,2015,DODGE,CHARGER HEMI R/T,1057,True
6866196,2016,DODGE,CHARGER HEMI R/T,1057,True
6866220,2016,DODGE,CHARGER HEMI R/T,1057,True
6866221,2017,DODGE,CHARGER HEMI R/T,1057,True
6866222,2018,DODGE,CHARGER HEMI R/T,1057,True
6866225,2014,DODGE,CHARGER HEMI R/T,1057,True
6866226,2015,DODGE,CHARGER HEMI R/T,1057,True
6866227,2012,DODGE,CHARGER HEMI R/T,1057,True
6866228,2013,DODGE,CHARGER HEMI R/T,1057,True
6866229,2014,DODGE,CHARGER HEMI R/T,1057,True
6866231,2017,DODGE,CHARGER HEMI R/T,1057,True
6866232,2018,DODGE,CHARGER HEMI R/T,1057,True
6866261,2015,DODGE,CHARGER HEMI R/T,1057,True
6866279,2012,DODGE,CHARGER HEMI R/T,1057,True
6866280,2013,DODGE,CHARGER HEMI R/T,1057,True
6866281,2014,DODGE,CHARGER HEMI R/T,1057,True
6866293,2014,DODGE,CHARGER HEMI R/T,1057,True
6866294,2012,DODGE,CHARGER HEMI R/T,1057,True
6866295,2013,DODGE,CHARGER HEMI R/T,1057,True
6866296,2014,DODGE,CHARGER HEMI R/T,1057,True
6866304,2014,DODGE,CHARGER HEMI R/T,1057,True
6866312,2013,DODGE,CHARGER HEMI R/T,1057,True
6866313,2014,DODGE,CHARGER HEMI R/T,1057,True
